FG ID,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HBP,SF,WAR,ADP,POS,Ottoneu ID,Ottoneu Positions,Name
16153,DET,16.68288,62.602540000000005,55.728280000000005,12.94146,8.7739,2.332216,0.0677412,1.767592,7.101816,6.31773,6.292782000000001,0.2948472,0.1706892,0.043552400000000005,999.0,['OF'],23784,OF,Austin Slater
16252,PHI,145.5788,633.9602,582.8442,162.7578,111.7392,29.49648,3.576852,17.94576,86.4337,71.78782,40.4645,5.2188859999999995,4.069124,4.122462,26.31999969482422,['SS'],18368,SS,Trea Turner
16357,SDP,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018611,999.0,"['2B', 'OF']",30102,SS,Pablo Reyes
16375,ARI,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033363299999999995,999.0,['OF'],19280,OF,Oscar Mercado
16376,CHC,34.21682,136.38139999999999,119.41399999999999,26.315260000000002,16.85094,5.372458,0.089181,4.002714,15.32876,14.91536,13.947280000000001,1.747996,1.217176,-0.0557658,999.0,['OF'],18365,OF,Michael Conforto
16398,MIA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00143602,999.0,['C'],19335,C,Brian Navarreto
16417,WSN,2.0,7.0,6.000000000000001,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.00768295,999.0,"['3B', '2B', 'SS']",19987,SS,Sergio Alcantara
16426,BAL,19.81722,81.7922,77.0656,18.72156,13.16996,4.107118,0.1451412,1.299348,9.778419999999999,9.0043,3.6777100000000003,0.657894,0.34120500000000004,0.11994875999999999,999.0,['2B'],19982,2B,Thairo Estrada
16434,NYM,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000941215,999.0,['2B'],19254,1B,Christian Arroyo
16442,PIT,125.0802,525.0126,467.54679999999996,122.98660000000001,83.58346,23.538339999999998,1.5867499999999999,14.27808,62.31878,60.47726,47.70082,5.172044,3.799636,1.230096,280.5400085449219,"['DH', '1B']",21156,1B/OF,Ryan O'Hearn
16448,SEA,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00148288,999.0,['C'],18495,Util,Jacob Nottingham
16472,CLE,92.4137,385.605,336.5358,74.62162,44.65302,14.8504,0.45694199999999996,14.26124,41.98738,46.54018000000001,40.81232,4.572628,3.5846400000000003,0.26128,740.27001953125,['1B'],20350,1B,Rhys Hoskins
16478,PHI,153.6576,668.6168,559.9348,130.90800000000002,66.80642,20.70748,0.9835156,42.01054,96.18115999999999,105.0082,97.0582,7.121812,4.161044,2.9860420000000003,24.11000061035156,"['DH', 'OF']",18347,OF,Kyle Schwarber
16505,SFG,149.7588,637.1700000000001,554.1424,130.8812,76.4859,28.6323,2.033204,23.729760000000002,81.62422000000001,77.62442,71.74742,7.226834,4.3374500000000005,3.499038,164.75,['3B'],18378,3B,Matt Chapman
16512,BOS,49.39244000000001,197.74360000000001,183.0128,46.05524,35.33716,7.643146,1.001272,1.6736620000000002,20.09558,16.76414,9.442752,2.383292,1.129756,0.1452598,747.6699829101562,['SS'],19368,2B/SS/3B,Isiah Kiner-Falefa
16530,ATL,104.40620000000001,415.819,385.8638,97.87049999999999,71.50148,19.693240000000003,1.145044,5.930772,43.89136,39.4146,22.690260000000002,2.2624380000000004,2.899998,0.655142,743.9500122070312,"['2B', 'OF']",19649,2B/SS/3B/OF,Mauricio Dubon
